generation	max_fitness
0	9.8
1	10.1
2	9.8
3	10.1
4	10.1
5	10.1
6	10.1
7	10.1
8	9.8
9	10.4
10	10.4
11	10.1
12	10.1
13	10.1
14	10.4
15	9.8
16	10.7
17	10.4
18	10.4
19	9.8
20	10.1
21	10.1
22	10.4
23	10.1
24	10.1
25	6.8
26	6.8
27	6.8
28	7.3
29	7.3
30	7.3
31	9.5
32	9.5
33	9.5
34	9.5
35	9.5
36	9.5
37	9.5
38	9.5
39	9.5
40	9.5
41	9.5
42	9.5
43	9.5
44	9.5
45	9.5
46	9.5
47	9.5
48	9.5
49	9.5
50	9.5
51	9.5
52	9.5
53	9.5
54	9.5
55	9.5
56	9.5
57	9.5
58	9.5
59	9.5
60	9.5
61	9.5
62	9.5
63	9.5
64	9.5
65	9.5
66	9.5
67	9.5
68	9.5
69	9.5
70	9.5
71	9.5
72	9.5
73	9.5
74	9.5
75	9.5
76	9.5
77	9.5
78	9.5
79	9.5
80	9.5
81	9.5
82	9.5
83	9.5
84	9.5
85	9.5
86	9.5
87	9.5
88	9.5
89	9.5
90	9.5
91	9.5
92	9.5
93	9.5
94	9.5
95	9.5
96	9.5
97	9.5
98	9.5
99	9.5
