generation	max_fitness
0	10.1
1	9.8
2	10.1
3	10.4
4	10.4
5	10.1
6	10.4
7	9.8
8	11.0
9	9.8
10	10.1
11	10.4
12	10.1
13	10.1
14	10.1
15	10.7
16	10.1
17	10.4
18	10.4
19	10.1
20	11.3
21	10.4
22	10.4
23	10.4
24	10.1
25	10.4
26	10.4
27	10.4
28	10.4
29	11.3
30	10.1
31	10.1
32	10.7
33	9.8
34	10.4
35	10.1
36	10.1
37	10.4
38	10.4
39	10.1
40	10.1
41	10.4
42	11.0
43	10.1
44	11.0
45	10.4
46	10.4
47	10.4
48	10.1
49	10.4
50	-10.0
51	-0.4
52	-0.4
53	-0.4
54	-0.4
55	-0.4
56	-0.4
57	-0.4
58	-0.4
59	-0.4
60	-0.4
61	-0.4
62	-0.4
63	-0.4
64	-0.4
65	-0.4
66	-0.4
67	-0.4
68	-0.4
69	-0.4
70	-0.4
71	-0.4
72	-0.4
73	-0.4
74	-0.4
75	-0.4
76	-0.4
77	-0.4
78	-0.4
79	-0.4
80	-0.4
81	-0.4
82	-0.4
83	-0.4
84	-0.4
85	-0.4
86	-0.4
87	-0.4
88	6.5
89	6.5
90	6.5
91	6.5
92	6.5
93	6.5
94	6.5
95	6.5
96	6.5
97	6.5
98	6.5
99	6.5
