generation	max_fitness
0	9.8
1	10.1
2	9.8
3	10.4
4	10.4
5	10.4
6	10.4
7	10.7
8	10.3
9	10.1
10	10.4
11	10.6
12	10.3
13	10.4
14	10.4
15	10.6
16	10.7
17	10.4
18	10.7
19	10.7
20	10.7
21	10.7
22	10.7
23	11.0
24	10.4
25	10.7
26	10.7
27	11.0
28	10.7
29	10.7
30	-2.9
31	-0.9
32	-0.4
33	-0.3
34	-0.1
35	-0.1
36	-0.1
37	-0.1
38	-0.1
39	-0.1
40	-0.1
41	0.2
42	0.2
43	0.2
44	0.2
45	6.0
46	6.0
47	6.5
48	6.5
49	6.5
50	6.5
51	6.5
52	6.5
53	6.5
54	6.5
55	6.5
56	6.8
57	6.8
58	6.8
59	6.8
60	6.8
61	6.8
62	6.8
63	6.8
64	6.8
65	6.8
66	6.8
67	6.8
68	6.8
69	6.8
70	6.8
71	6.8
72	6.8
73	6.8
74	6.8
75	6.8
76	6.8
77	6.8
78	6.8
79	6.8
80	6.8
81	6.8
82	6.8
83	6.8
84	6.8
85	6.8
86	6.8
87	6.8
88	6.8
89	6.8
90	6.8
91	6.8
92	6.8
93	6.8
94	6.8
95	6.8
96	6.8
97	10.0
98	10.0
99	10.0
