generation,max_fitness,mean_fitness,max_dead_time,eval_time,percentage
0,0.9,-66.227455,42,0.26993394199999976,0.0
1,0.9,-36.47843,42,0.14889570099999982,0.0
2,0.9,-79.84902,42,0.16824104099999992,0.0
3,0.9,-44.452946,42,0.17667088399999997,0.0
4,0.9,-73.60393,42,0.16039599299999985,0.0
5,0.9,-96.043144,42,0.17258796399999987,0.0
6,0.9,-82.09412,42,0.1647361399999996,0.0
7,0.9,-65.36471,42,0.15616638299999952,0.0
8,0.9,-73.68628,42,0.17300133100000004,0.0
9,0.9,-58.14314,42,0.18466234600000053,0.0
10,0.9,-36.06863,42,0.1740105990000007,0.0
11,0.9,-68.26275,42,0.1500078209999991,0.0
12,0.9,-37.043137,42,0.17408049099999978,0.0
13,0.9,-74.6804,42,0.18193676199999942,0.0
14,0.9,-57.974514,42,0.15919510400000014,0.0
15,0.9,-72.87843,42,0.17406602500000012,0.0
16,0.9,-52.79216,42,0.1623672979999995,0.0
17,0.9,-74.62157,42,0.1479279120000001,0.0
18,0.9,-43.89216,42,0.16989493400000022,0.0
19,0.9,-102.46274,42,0.1654450470000004,0.0
20,0.9,-73.21765,42,0.13755940999999972,0.0
21,0.9,-81.13334,42,0.17741063699999948,0.0
22,0.9,-104.97256,42,0.1725829069999989,0.0
23,0.9,-74.32157,42,0.15605961199999996,0.0
24,0.9,-67.53334,42,0.15949875299999938,0.0
25,0.9,-80.733345,42,0.1847486440000008,0.0
26,0.9,-86.76471,42,0.15941224700000056,0.0
27,0.9,-57.670593,42,0.17740542700000006,0.0
28,0.9,-87.62353,42,0.14968278300000115,0.0
29,0.9,-87.30001,42,0.16529959000000005,0.0
30,0.9,-60.005886,42,0.1505148380000012,0.0
31,0.9,-66.5451,42,0.14619303499999958,0.0
32,0.9,-21.6,42,0.1702795160000008,0.0
33,0.9,-21.99608,42,0.14084035499999992,0.0
34,0.9,-79.42157,42,0.16675541300000063,0.0
35,0.9,-81.778435,42,0.1534766550000004,0.0
36,1.5,-52.05294,42,0.17892673799999947,0.0
37,7.8,-87.86471,42,0.19154953099999972,0.019607844
40,3.0,-155.58826,42,0.16417109500000038,0.0
41,3.0,-201.79218,42,0.15373978300000068,0.0
42,3.0,-134.05687,42,0.18221365099999964,0.0
43,1.5,-93.63138,42,0.15537628799999936,0.0
44,1.5,-51.352943,42,0.18096553900000067,0.0
45,1.5,-29.084316,42,0.19369163200000017,0.0
46,1.5,-27.927452,42,0.18066864299999885,0.0
47,1.5,-43.64118,42,0.18034009900000036,0.0
48,1.5,-36.77059,42,0.16644506599999964,0.0
49,1.5,-43.89216,42,0.18528593099999924,0.0
50,1.5,-36.245102,42,0.18770766199999933,0.0
51,3.3,-44.723534,42,0.19007179299999954,0.0
52,3.3,-72.6549,42,0.19569390799999908,0.0
53,3.3,-49.723534,42,0.1755805920000011,0.0
54,3.3,-76.91373,42,0.17081018100000023,0.0
55,3.3,-40.523533,42,0.20005666700000013,0.0
56,3.3,-72.11961,42,0.17214792100000054,0.0
57,3.3,-85.74117,42,0.18188107299999956,0.0
58,3.3,-55.729412,42,0.16457768599999767,0.0
59,3.3,-102.458824,42,0.16938035600000134,0.0
60,3.3,-50.352943,42,0.17249640800000066,0.0
61,3.3,-75.14118,42,0.18547496000000052,0.0
