solver	short_set_up	fitness_evaluation	avg_percentage_q1	avg_percentage_q3	avg_percentage_median
lgp	D-SEQ	0	0.009117003219823	0.0253695679518083	0.0174958109079549
lgp	D-SEQ	5000	0.06364205972446747	0.14556889096274972	0.1180408264820774
lgp	D-SEQ	10000	0.06552140038305265	0.18608635458319134	0.13708706619217992
lgp	D-SEQ	15000	0.0764988870359957	0.13911961496341974	0.09824461552004016
lgp	D-SEQ	20000	0.07590917327130828	0.1453383156719307	0.09156238163510955
lgp	D-SEQ	25000	0.058231098460964775	0.18702230117438975	0.10611514995495475
lgp	D-SEQ	30000	0.06292474778213845	0.1589364170407255	0.12264836245837304
lgp	D-SEQ	35000	0.1310649612375224	0.1821927595883608	0.1592094196627537
lgp	D-SEQ	40000	0.08610352687537665	0.14167258624608317	0.08828940436554444
lgp	D-SEQ	45000	0.08588187675923104	0.1555655881917724	0.12300033836315069
lgp	D-SEQ	50000	0.05720288803180053	0.19232438919910536	0.11553425140057999
lgp	D-SEQ	55000	0.06090592623998715	0.17539753935610256	0.11672203033231196
lgp	D-SEQ	60000	0.0994752092907826	0.1558885689591989	0.1368609198834747
lgp	D-SEQ	65000	0.05879528506193307	0.18132997020923838	0.1070729525138934
lgp	D-SEQ	70000	0.06726573714210335	0.1453383156719307	0.1266858379046122
lgp	D-SEQ	75000	0.038612384426717924	0.13837460874735064	0.0861018939564625
lgp	D-SEQ	80000	0.08946889669944838	0.18360385174552593	0.14476080254341164
lgp	D-SEQ	85000	0.07580201746895905	0.156124497220541	0.11628010876787204
lgp	D-SEQ	90000	0.03703629605782523	0.15054216375574467	0.07233926444314415
lgp	D-SEQ	95000	0.045541165396571076	0.17292597241854915	0.05826161413763955
lgp	D-SEQ	100000	0.0395726952701807	0.1730422000788773	0.0756300503077606
lgp	D-SEQ	105000	0.0457093740891044	0.146880588067385	0.1224072349723428
lgp	D-SEQ	110000	0.08337358982923126	0.1452445724668602	0.11623123443375025
lgp	D-SEQ	115000	0.04597273080920172	0.16875631300111613	0.08709146144489441
lgp	D-SEQ	120000	0.12400210710863267	0.1453383156719307	0.1368602884467691
lgp	D-SEQ	125000	0.039350274018943227	0.13137272524181745	0.07818011388493075
lgp	D-SEQ	130000	0.049919944722205345	0.144707002521803	0.10710082016885275
lgp	D-SEQ	135000	0.08699644046525157	0.17637763808791837	0.1225702499505132
lgp	D-SEQ	140000	0.09506307076662777	0.14659649723519877	0.13648276783836383
lgp	D-SEQ	145000	0.048536816379055325	0.18826668600862217	0.13607799331657583
lgp	D-SEQ	150000	0.0895635929579536	0.20086783954563237	0.13128393298635876
lgp	D-SEQ	155000	0.06819533556699747	0.1454642604027564	0.1229370054012785
lgp	D-SEQ	160000	0.08172814175486562	0.15609388429826743	0.13768473228750128
lgp	D-SEQ	165000	0.048284396878443575	0.15504334312087545	0.10634924285113806
lgp	D-SEQ	170000	0.0861018939564625	0.13578330799161145	0.09680456637094415
lgp	D-SEQ	175000	0.08656347791353858	0.14522619467849524	0.13654526330841082
lgp	D-SEQ	180000	0.05847326941632973	0.0861018924042582	0.07937566904971995
lgp	D-SEQ	185000	0.10166890375937025	0.155158648150973	0.1369802381377667
lgp	D-SEQ	190000	0.03929370517532023	0.08303255556772147	0.0579286812183757
lgp	D-SEQ	195000	0.0388502593462665	0.11418500496074555	0.0416556826482216
lgp	D-SEQ	200000	0.14448021740342173	0.1822243252148231	0.15216670131000376
lgp	D-SEQ	205000	0.07662987383082502	0.15617721066034088	0.0880107296009858
lgp	D-SEQ	210000	0.07589981006458395	0.20323369725762555	0.11307780010004835
lgp	D-SEQ	215000	0.07508187166725591	0.17121635738294566	0.11777515367915226
lgp	D-SEQ	220000	0.08829524895797168	0.1697965017907942	0.1375589217059314
lgp	D-SEQ	225000	0.03929370517532023	0.14522524193550146	0.0628977666298548
lgp	D-SEQ	230000	0.08604382040599975	0.1455485407883922	0.115498430483664
lgp	D-SEQ	235000	0.07274511611709986	0.1118343660297493	0.0861018939564625
lgp	D-SEQ	240000	0.027624898318511674	0.1268294434606408	0.04066824602584035
lgp	D-SEQ	245000	0.09650836264093712	0.15162185909381753	0.13543311483226714
lgp	D-SEQ	250000	0.05893653770908705	0.18656892698102936	0.1062414149443308
lgp	D-SEQ	255000	0.08656347791353858	0.18600074523904667	0.14565820510809618
lgp	D-SEQ	260000	0.05729925034878147	0.1591480217563609	0.13514153294575704
lgp	D-SEQ	265000	0.13150022264259553	0.19394423385771606	0.1707134007786711
lgp	D-SEQ	270000	0.0861018939564625	0.14077697422665847	0.10626505563656485
lgp	D-SEQ	275000	0.06507916542856637	0.1434983136132359	0.11025738762691614
lgp	D-SEQ	280000	0.07526547011608872	0.14639573342477277	0.11418660171329975
lgp	D-SEQ	285000	0.10311384731903668	0.17112730656905717	0.12597575597465033
lgp	D-SEQ	290000	0.05180183208237085	0.14695402293000365	0.1429291947279125
lgp	D-SEQ	295000	0.047869461433341046	0.14236675074789668	0.08604202605783934
lgp	D-SEQ	300000	0.06237274963253488	0.1817730437420929	0.12290808216979099
lgp	D-SEQ	305000	0.10444153985008595	0.18721137921481076	0.15320983040146524
lgp	D-SEQ	310000	0.045906518624784974	0.11760028700033823	0.06713187601417295
lgp	D-SEQ	315000	0.04430300668658065	0.12771924026310438	0.08043651042195656
lgp	D-SEQ	320000	0.0495646029400328	0.16875631300111613	0.10304980507741365
lgp	D-SEQ	325000	0.04590572218876327	0.08692033650974425	0.08039124682545655
lgp	D-SEQ	330000	0.06433718150947235	0.14670470093066487	0.10299470244596401
