generation	max_fitness
0	10.1
1	10.7
2	11.0
3	10.6
4	10.7
5	12.1
6	10.7
7	10.7
8	11.3
9	10.4
10	10.7
11	10.7
12	10.4
13	10.7
14	10.8
15	10.1
16	10.7
17	11.0
18	10.1
19	10.4
20	10.1
21	11.0
22	10.1
23	10.4
24	10.7
25	10.1
26	10.1
27	10.7
28	11.0
29	11.3
30	10.1
31	10.4
32	10.1
33	10.7
34	10.7
35	10.4
36	10.7
37	11.6
38	10.4
39	10.4
40	11.0
41	10.4
42	10.4
43	11.0
44	10.4
45	11.0
46	10.4
47	11.3
48	11.3
49	10.1
50	10.9
51	11.8
52	11.0
53	10.4
54	10.4
55	10.1
56	9.8
57	10.4
58	10.1
59	10.7
60	10.4
61	10.7
62	10.4
63	10.4
64	10.4
65	11.0
66	-3.0
67	-2.0
68	-1.9
69	-1.9
70	-1.9
71	-1.9
72	-1.4
73	-1.4
74	-0.9
75	-0.6
76	-0.6
77	2.4
78	2.4
79	2.4
80	5.5
81	5.5
82	5.5
83	5.5
84	6.3
85	6.3
86	7.6
87	7.6
88	7.6
89	7.6
90	7.6
91	7.6
92	7.6
93	7.6
94	7.6
95	7.6
96	7.6
97	7.6
98	7.6
