generation	max_fitness
0	0.9
1	0.9
2	0.9
3	0.9
4	0.9
5	9.8
6	1.5
7	9.8
8	1.5
9	9.8
10	9.8
11	9.8
12	9.8
13	9.8
14	1.5
15	9.8
16	1.5
17	1.5
18	1.5
19	1.5
20	1.8
21	1.8
22	1.8
23	2.7
24	2.7
25	2.7
26	2.7
27	2.7
28	2.7
29	2.7
30	2.7
31	2.7
32	2.7
33	2.7
34	2.7
35	3.0
36	3.0
37	3.0
38	3.0
39	3.0
40	3.0
41	3.0
42	3.0
43	3.0
44	3.0
45	3.0
46	3.0
47	3.0
48	3.0
49	3.0
50	3.0
51	3.0
52	11.7
53	11.7
54	11.7
55	11.7
56	11.7
57	11.7
58	11.7
59	11.7
60	11.7
61	11.7
62	11.7
63	11.7
64	11.7
65	11.7
66	11.7
67	11.7
68	11.7
69	11.7
70	11.7
71	11.7
72	11.7
73	11.7
74	11.7
75	11.7
76	11.7
77	11.7
78	11.7
79	11.7
80	11.7
81	11.7
82	11.7
83	11.7
84	11.7
85	11.7
86	11.7
87	11.7
88	11.7
89	11.7
90	11.7
91	11.7
92	11.7
93	11.7
94	11.7
95	11.7
96	11.7
97	11.7
98	11.7
99	11.7
