generation	max_fitness
0	9.8
1	9.8
2	10.1
3	10.4
4	10.1
5	9.8
6	10.1
7	9.8
8	10.1
9	9.8
10	9.8
11	10.1
12	10.1
13	10.4
14	9.8
15	10.1
16	10.4
17	10.1
18	9.8
19	10.1
20	10.4
21	10.1
22	10.4
23	10.1
24	10.4
25	10.4
26	10.4
27	10.4
28	10.7
29	10.1
30	10.7
31	10.4
32	10.4
33	10.4
34	10.4
35	10.4
36	10.4
37	10.7
38	10.7
39	9.8
40	10.7
41	10.4
42	10.1
43	10.4
44	10.1
45	10.4
46	10.4
47	10.4
48	10.1
49	10.4
50	-2.0
51	-1.7
52	-0.4
53	-0.4
54	-0.1
55	-0.1
56	-0.1
57	-0.1
58	-0.1
59	-0.1
60	-0.1
61	-0.1
62	-0.1
63	0.2
64	0.2
65	0.2
66	0.2
67	0.2
68	0.2
69	0.2
70	0.2
71	0.2
72	0.2
73	0.2
74	0.2
75	0.2
76	0.2
77	0.5
78	0.5
79	0.5
80	0.5
81	0.5
82	0.5
83	0.5
84	0.5
85	0.5
86	1.8
87	1.8
88	1.8
89	1.8
90	1.8
91	1.8
92	1.8
93	1.8
94	1.8
95	1.8
96	1.8
97	1.8
98	1.8
99	1.8
