generation	max_fitness
0	10.1
1	10.7
2	10.4
3	10.4
4	10.7
5	10.7
6	9.8
7	9.8
8	10.7
9	9.8
10	10.1
11	10.1
12	10.4
13	10.7
14	10.1
15	10.7
16	9.8
17	10.7
18	11.0
19	10.4
20	10.4
21	10.7
22	10.7
23	10.4
24	10.4
25	10.4
26	10.1
27	10.4
28	10.4
29	10.4
30	10.4
31	10.4
32	10.4
33	10.7
34	10.4
35	10.1
36	11.0
37	10.1
38	11.0
39	10.1
40	10.1
41	10.7
42	10.4
43	10.4
44	10.4
45	10.4
46	10.4
47	10.4
48	10.7
49	10.4
50	-324.0
51	-0.9
52	-0.9
53	-0.9
54	-0.6
55	-0.4
56	-0.4
57	-0.4
58	-0.4
59	-0.4
60	-0.4
61	-0.4
62	-0.4
63	-0.4
64	-0.4
65	-0.4
66	-0.4
67	-0.4
68	-0.3
69	-0.3
70	-0.3
71	-0.3
72	-0.3
73	-0.3
74	-0.3
75	-0.3
76	-0.3
77	-0.3
78	-0.3
79	-0.3
80	-0.3
81	-0.3
82	-0.3
83	-0.3
84	-0.3
85	-0.3
86	-0.3
87	-0.3
88	-0.3
89	-0.3
90	-0.3
91	-0.3
92	-0.3
93	-0.3
94	-0.3
95	-0.3
96	-0.3
97	-0.3
98	-0.3
99	-0.3
