generation	max_fitness
0	10.1
1	9.8
2	10.7
3	10.4
4	10.7
5	10.1
6	10.4
7	10.7
8	10.7
9	10.4
10	-324.0
11	6.0
12	6.0
13	6.0
14	6.0
15	6.0
16	6.0
17	6.0
18	6.5
19	6.5
20	6.5
21	6.5
22	6.5
23	6.5
24	6.5
25	6.5
26	7.0
27	7.0
28	7.0
29	7.0
30	7.0
31	7.0
32	7.0
33	7.0
34	7.0
35	7.0
36	7.0
37	7.0
38	7.0
39	7.0
40	7.0
41	7.0
42	7.0
43	7.0
44	7.0
45	7.0
46	7.0
47	7.0
48	7.0
49	7.0
50	7.0
51	7.0
52	7.0
53	7.0
54	8.6
55	8.6
56	8.6
57	8.6
58	8.6
59	8.6
60	8.6
61	8.6
62	8.6
63	8.6
64	8.6
65	8.6
66	8.6
67	8.6
68	8.6
69	8.6
70	8.6
71	8.6
72	8.6
73	8.6
74	8.6
75	8.6
76	8.6
77	8.6
78	8.6
79	8.6
80	8.6
81	8.6
82	8.6
83	8.6
84	8.6
85	8.6
86	8.6
87	8.6
88	8.6
89	8.6
90	8.6
91	8.6
92	8.6
93	8.6
94	8.6
95	8.6
96	8.6
97	8.6
98	8.6
99	8.6
