generation	max_fitness
0	10.1
1	10.1
2	10.1
3	10.4
4	10.4
5	10.4
6	10.4
7	10.4
8	10.7
9	10.7
10	10.7
11	10.1
12	10.7
13	10.4
14	10.7
15	10.7
16	10.7
17	10.4
18	10.1
19	10.7
20	10.7
21	10.7
22	10.1
23	10.7
24	10.1
25	11.0
26	10.1
27	10.1
28	11.0
29	10.7
30	10.4
31	10.1
32	10.4
33	10.7
34	11.3
35	10.7
36	10.4
37	10.7
38	10.1
39	10.1
40	10.4
41	10.1
42	10.7
43	10.7
44	10.7
45	10.4
46	9.8
47	10.4
48	10.4
49	10.4
50	10.4
51	11.0
52	11.0
53	9.8
54	10.4
55	11.0
56	11.0
57	10.4
58	10.4
59	10.4
60	11.5
61	10.4
62	10.6
63	10.4
64	10.4
65	10.4
66	-1.9
67	7.4
68	7.4
69	8.4
70	8.4
71	8.4
72	8.4
73	8.4
74	8.4
75	8.4
76	8.4
77	8.4
78	8.4
79	8.4
80	8.4
81	8.4
82	8.4
83	8.4
84	8.4
85	8.4
86	8.4
87	8.4
88	8.4
89	8.4
90	8.4
91	8.4
92	8.4
93	8.4
94	8.4
95	8.4
96	8.4
97	8.4
98	8.4
