generation	max_fitness
0	9.8
1	9.5
2	10.1
3	9.8
4	10.1
5	9.8
6	10.4
7	10.4
8	10.1
9	10.7
10	10.1
11	10.4
12	10.1
13	10.1
14	10.4
15	10.4
16	10.1
17	10.1
18	10.4
19	9.8
20	10.4
21	10.7
22	10.4
23	10.1
24	9.8
25	-333.5
26	-333.5
27	-333.5
28	-4.5
29	-4.5
30	-4.5
31	-4.5
32	6.5
33	6.5
34	6.5
35	6.5
36	6.5
37	6.5
38	6.5
39	6.5
40	6.5
41	6.5
42	6.5
43	6.5
44	6.5
45	6.5
46	6.5
47	6.5
48	6.5
49	6.5
50	6.5
51	6.5
52	6.5
53	6.5
54	6.5
55	6.5
56	6.5
57	6.5
58	6.8
59	6.8
60	6.8
61	6.8
62	6.8
63	6.8
64	6.8
65	7.4
66	7.4
67	7.4
68	8.9
69	8.9
70	8.9
71	8.9
72	8.9
73	8.9
74	8.9
75	8.9
76	8.9
77	8.9
78	8.9
79	8.9
80	8.9
81	8.9
82	8.9
83	8.9
84	8.9
85	8.9
86	8.9
87	8.9
88	8.9
89	8.9
90	8.9
91	8.9
92	8.9
93	8.9
94	8.9
95	8.9
96	8.9
97	8.9
98	8.9
99	8.9
