generation	max_fitness
0	10.4
1	9.8
2	10.1
3	10.4
4	11.0
5	10.7
6	10.1
7	11.0
8	10.4
9	10.1
10	10.1
11	10.7
12	10.1
13	10.4
14	10.1
15	10.4
16	10.4
17	10.4
18	10.4
19	10.4
20	10.7
21	10.7
22	10.7
23	10.7
24	10.4
25	-1.4
26	-0.1
27	-0.1
28	-0.1
29	-0.1
30	-0.1
31	-0.1
32	-0.1
33	-0.1
34	-0.1
35	-0.1
36	-0.1
37	1.8
38	1.8
39	1.8
40	1.8
41	1.8
42	1.8
43	1.8
44	1.8
45	1.8
46	1.8
47	1.8
48	1.8
49	1.8
50	1.8
51	1.8
52	1.8
53	1.8
54	1.8
55	1.8
56	1.8
57	1.8
58	1.8
59	1.8
60	1.8
61	1.8
62	1.8
63	1.8
64	1.8
65	1.8
66	1.8
67	1.8
68	1.8
69	1.8
70	1.8
71	1.8
72	1.8
73	1.8
74	1.8
75	1.8
76	1.8
77	1.8
78	1.8
79	1.8
80	1.8
81	1.8
82	1.8
83	1.8
84	1.8
85	1.8
86	1.8
87	1.8
88	1.8
89	1.8
90	1.8
91	1.8
92	1.8
93	1.8
94	1.8
95	1.8
96	1.8
97	1.8
98	1.8
99	1.8
