generation	max_fitness
0	10.1
1	10.4
2	10.4
3	9.8
4	10.7
5	10.7
6	11.0
7	10.1
8	10.4
9	9.8
10	11.0
11	10.1
12	11.0
13	10.4
14	9.8
15	10.4
16	10.4
17	10.7
18	10.7
19	10.1
20	10.1
21	10.4
22	10.7
23	9.8
24	10.1
25	10.1
26	10.4
27	10.1
28	10.4
29	10.4
30	10.4
31	11.0
32	10.4
33	10.1
34	10.7
35	10.7
36	10.1
37	10.4
38	10.1
39	10.4
40	10.4
41	10.7
42	10.4
43	10.4
44	9.8
45	9.8
46	10.1
47	10.4
48	11.0
49	10.4
50	-10.0
51	-10.0
52	-5.0
53	-1.1
54	-1.1
55	0.2
56	9.9
57	9.9
58	9.9
59	9.9
60	9.9
61	9.9
62	9.9
63	9.9
64	9.9
65	10.7
66	10.7
67	10.7
68	10.7
69	10.7
70	10.7
71	10.7
72	10.7
73	10.7
74	10.7
75	10.7
76	10.7
77	10.7
78	10.7
79	10.7
80	10.7
81	10.7
82	10.7
83	10.7
84	10.7
85	10.7
86	10.7
87	10.7
88	10.7
89	10.7
90	10.7
91	10.7
92	10.7
93	10.7
94	10.7
95	10.7
96	10.7
97	10.7
98	10.7
99	10.7
