generation	max_fitness
0	10.1
1	9.8
2	10.1
3	10.1
4	10.1
5	10.4
6	10.4
7	10.4
8	10.4
9	10.1
10	10.1
11	10.1
12	10.7
13	9.8
14	10.1
15	11.0
16	10.1
17	10.1
18	10.7
19	10.1
20	10.7
21	10.4
22	10.1
23	10.4
24	10.4
25	10.1
26	9.8
27	10.1
28	10.1
29	10.4
30	10.4
31	10.7
32	10.4
33	10.1
34	10.1
35	10.4
36	10.7
37	10.7
38	10.7
39	10.7
40	10.7
41	10.7
42	10.7
43	10.4
44	10.4
45	11.0
46	11.0
47	10.1
48	10.7
49	11.0
50	10.7
51	11.6
52	11.3
53	11.0
54	10.4
55	10.7
56	10.7
57	10.4
58	11.0
59	11.0
60	10.7
61	11.4
62	10.6
63	11.0
64	10.4
65	10.4
66	-0.9
67	-0.9
68	-0.9
69	5.0
70	5.0
71	5.0
72	5.0
73	5.0
74	5.0
75	5.0
76	5.0
77	5.0
78	5.0
79	5.0
80	5.0
81	5.0
82	5.0
83	5.0
84	5.0
85	5.0
86	5.0
87	5.0
88	5.0
89	5.0
90	5.0
91	5.0
92	6.0
93	6.0
94	6.0
95	6.0
96	6.5
97	6.5
98	6.5
99	6.5
