generation	max_fitness
0	10.1
1	10.1
2	10.4
3	9.8
4	10.4
5	10.1
6	10.7
7	10.7
8	10.1
9	10.7
10	10.7
11	10.7
12	10.4
13	10.1
14	10.1
15	10.7
16	10.4
17	10.1
18	10.4
19	10.4
20	10.1
21	10.4
22	10.1
23	10.7
24	10.7
25	10.4
26	10.7
27	11.3
28	10.1
29	11.6
30	-1.6
31	-0.9
32	-0.9
33	-0.9
34	-0.9
35	-0.9
36	-0.9
37	-0.9
38	-0.6
39	-0.6
40	-0.6
41	6.8
42	6.8
43	6.8
44	6.8
45	8.4
46	8.4
47	9.9
48	9.9
49	9.9
50	9.9
51	9.9
52	9.9
53	9.9
54	10.7
55	10.7
56	10.7
57	10.7
58	10.7
59	10.7
60	10.7
61	10.7
62	10.7
63	10.7
64	10.7
65	10.7
66	10.7
67	10.7
68	10.7
69	10.7
70	10.7
71	10.7
72	10.7
73	10.7
74	10.7
75	10.7
76	10.7
77	10.7
78	10.7
79	10.7
80	10.7
81	10.7
82	10.7
83	10.7
84	10.7
85	10.7
86	11.0
87	11.0
88	11.0
89	11.0
90	11.0
91	11.0
92	11.0
93	11.0
94	11.0
95	11.0
96	11.0
97	11.0
98	11.0
99	11.0
