generation	max_fitness
0	10.4
1	10.4
2	10.4
3	11.0
4	10.4
5	10.4
6	10.4
7	10.4
8	9.8
9	10.4
10	10.4
11	10.4
12	10.7
13	10.7
14	11.2
15	10.7
16	10.4
17	11.0
18	10.4
19	11.3
20	11.0
21	10.7
22	10.7
23	10.7
24	10.4
25	-2.7
26	-2.4
27	-1.1
28	-1.1
29	5.5
30	5.5
31	6.5
32	6.5
33	6.5
34	6.5
35	6.5
36	6.5
37	6.5
38	6.5
39	6.5
40	6.5
41	6.5
42	6.5
43	6.5
44	6.5
45	6.5
46	8.1
47	8.1
48	8.1
49	8.1
50	8.1
51	8.1
52	8.1
53	8.1
54	8.1
55	8.1
56	8.1
57	8.1
58	8.1
59	8.1
60	8.1
61	8.1
62	8.1
63	8.1
64	8.1
65	8.1
66	8.1
67	8.1
68	8.1
69	8.1
70	8.1
71	8.1
72	8.1
73	8.1
74	8.1
75	8.1
76	8.1
77	8.1
78	8.1
79	8.1
80	8.1
81	8.1
82	8.1
83	8.1
84	8.1
85	8.1
86	8.1
87	8.1
88	8.1
89	8.1
90	8.1
91	8.1
92	8.1
93	8.1
94	8.1
95	8.1
96	8.1
97	8.1
98	8.1
99	8.1
