generation	max_fitness
0	10.1
1	10.4
2	10.4
3	10.7
4	10.1
5	10.7
6	10.4
7	10.4
8	10.4
9	10.4
10	10.4
11	10.7
12	10.7
13	10.1
14	10.7
15	10.1
16	10.4
17	10.4
18	10.4
19	10.1
20	-4.0
21	-3.0
22	-3.0
23	-0.9
24	-0.3
25	-0.2
26	-0.2
27	-0.2
28	-0.2
29	-0.2
30	-0.2
31	0.3
32	0.3
33	0.3
34	0.3
35	0.3
36	0.3
37	0.3
38	0.3
39	7.9
40	7.9
41	7.9
42	7.9
43	7.9
44	7.9
45	7.9
46	7.9
47	7.9
48	7.9
49	7.9
50	7.9
51	7.9
52	7.9
53	10.5
54	10.5
55	10.5
56	10.5
57	10.5
58	10.5
59	10.5
60	10.5
61	10.5
62	10.5
63	10.5
64	10.5
65	10.5
66	10.5
67	10.5
68	10.5
69	10.5
70	10.5
71	10.5
72	10.5
73	10.5
74	10.5
75	10.5
76	10.5
77	10.5
78	10.5
79	10.5
80	10.5
81	10.5
82	10.5
83	10.5
84	10.5
85	10.5
86	10.5
87	10.5
88	10.5
89	10.5
90	10.5
91	10.5
92	10.5
93	10.6
94	10.6
95	10.6
96	10.6
97	10.6
98	10.6
99	10.6
