generation	max_fitness
0	10.1
1	10.4
2	10.4
3	10.1
4	10.4
5	10.1
6	10.4
7	10.1
8	10.1
9	10.1
10	10.4
11	10.1
12	10.4
13	10.1
14	10.1
15	10.4
16	10.1
17	10.1
18	10.1
19	10.1
20	-0.9
21	-0.9
22	-0.9
23	-0.9
24	-0.9
25	-0.3
26	-0.3
27	-0.3
28	-0.3
29	7.8
30	7.8
31	8.3
32	8.3
33	8.3
34	8.3
35	8.3
36	8.3
37	8.3
38	8.3
39	8.3
40	8.3
41	8.3
42	8.3
43	8.8
44	8.8
45	8.8
46	8.8
47	8.8
48	8.8
49	8.8
50	8.8
51	8.8
52	8.8
53	8.8
54	8.8
55	8.8
56	8.8
57	8.8
58	8.8
59	8.8
60	8.8
61	8.8
62	8.8
63	8.8
64	8.8
65	8.8
66	8.8
67	8.8
68	8.8
69	8.8
70	8.8
71	8.8
72	8.8
73	8.8
74	8.8
75	8.8
76	8.8
77	8.8
78	8.8
79	8.8
80	8.8
81	8.8
82	8.8
83	11.0
84	11.0
85	11.0
86	11.0
87	11.0
88	11.0
89	11.0
90	11.0
91	11.0
92	11.0
93	11.0
94	11.0
95	11.0
96	11.0
97	11.0
98	11.0
99	11.0
